course_code,course_title,course_descr,instructor,scheduled_time_start,scheduled_time_end,call_number,campus,class_id,course_subtitle,department,department_code,link,location,method_of_instruction,open_to,points,prerequisites,scheduled_days,section_key,type
ARCH UN3117,MOD ARCHITECTURE IN THE WORLD,"Note: Designed for but not limited to sophomores; enrollment beyond 60 is at the discretion of the instructor. Co-requisite: ARCH UN3118. 
  
How has architecture been “modern”? This course will introduce students to this contentious and contradictory concept emerging across the world during a time in which ideas and tools similar to ours were used for seeing and ordering constructed environments and architectural thinking. It introduces students to the history of modern architecture as an art of building as well as a discursive field, whose historical consciousness played a part in its historical development.
  
The course is structured chronologically and encourages experiential learning around episodes that informed the development of the built environment and the architecturally “modern.” Students will gain hands-on practice in researching and writing architectural history, theory, and criticism: skills that lie at the basis of conceptual architectural practices. While a one-semester course will not provide a full survey of buildings, events, and people associated with modern architecture, students will develop the critical tools to identify, approach, and comprehend such histories. The following areas of focus anchor the course, and students learn about each by understanding the establishment and institution of structures nourishing and supporting them, which have persisted into the present:
  
Architecture as made, thought, and taught—enmeshed with power and ideas, social concerns, intellectual and public debates, and diverse forms of cultural production
  
Makers, thinkers, and organizers of the designed or built environment
  
Designed constructions as the material ends and means of extraction, refinement, trade, and the labor associated with each
  
Sites, institutions, media, events, and practices that have come to hold meaning in architectural discourse
  
Concerns with both the past and the future as a basis for architectural theory
  
Modernization, modernism, and modernity as drivers for events, their historical narration, and the dissemination of these architectural narratives
  
The conceptual writing practices of history, theory, and criticism
  
The course is designed to accommodate multiple styles of learning. Course components include weekly lectures and discussions of assigned readings; re",Ralph Ghoche,,,00347,,W3117-20271-001,MOD ARCHITECTURE IN THE W,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/W3117-20271-001/,,,,4,ARCH UN3118,,20271ARCH3117W001,LECTURE
ARCH UN3118,MODERN ARCHITECTURE IN THE WORLD - DISC,N/A,,,,00348,,W3118-20271-001,MODERN ARCH IN WORLD - DI,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/W3118-20271-001/,,,,0,,,20271ARCH3118W001,DISCUSSION
ARCH UN3118,MODERN ARCHITECTURE IN THE WORLD - DISC,N/A,,,,00349,,W3118-20271-002,MODERN ARCH IN WORLD - DI,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/W3118-20271-002/,,,,0,,,20271ARCH3118W002,DISCUSSION
ARCH UN3118,MODERN ARCHITECTURE IN THE WORLD - DISC,N/A,,,,00350,,W3118-20271-003,MODERN ARCH IN WORLD - DI,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/W3118-20271-003/,,,,0,,,20271ARCH3118W003,DISCUSSION
ARCH UN3202,ADVANCED ARCHITECTURAL DESIGN II,"Prerequisite: ARCH UN3201. Advanced Architectural Design II culminates the required studio sequence in the major. Students are encouraged to consider it as a synthetic studio where they advance concepts, research methodologies and representational skills learned in all previous studios towards a semester-long design project. Field trips, lectures, and discussions are organized in relation to studio exercises.",,,,00351,,W3202-20271-001,ADV ARCHITECTURAL DESIGN,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/W3202-20271-001/,,,,4.5,ARCH UN3201,,20271ARCH3202W001,STUDIO
ARCH UN3312,SPECIAL TOPICS IN ARCHITECTURE,"See the Barnard and Columbia Architecture Department website for the course description: 
https://architecture.barnard.edu/architecture-department-course-descriptions",Leah M Meisterlin,,,00352,,V3312-20271-001,SPECIAL TOPICS IN ARCHITE,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3312-20271-001/,,,,3,,,20271ARCH3312V001,SEMINAR
ARCH UN3312,SPECIAL TOPICS IN ARCHITECTURE,"See the Barnard and Columbia Architecture Department website for the course description: 
https://architecture.barnard.edu/architecture-department-course-descriptions",Marlon Davis,,,00353,,V3312-20271-002,SPECIAL TOPICS IN ARCHITE,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3312-20271-002/,,,,3,,,20271ARCH3312V002,SEMINAR
ARCH UN3901,SENIOR SEMINAR,"See the Barnard and Columbia Architecture Department's website for the course description: 
https://architecture.barnard.edu/architecture-department-course-descriptions",Ralph Ghoche,,,00354,,V3901-20271-001,,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3901-20271-001/,,,,4,,,20271ARCH3901V001,SEMINAR
ARCH UN3901,SENIOR SEMINAR,"See the Barnard and Columbia Architecture Department's website for the course description: 
https://architecture.barnard.edu/architecture-department-course-descriptions",Kadambari Baxi,,,00376,,V3901-20271-002,,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3901-20271-002/,,,,4,,,20271ARCH3901V002,SEMINAR
ARCH UN3998,INDEPENDENT STUDY,Prerequisites: Permission of program director in the semester prior to that of independent study.,Kadambari Baxi,,,00355,,V3998-20271-001,,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3998-20271-001/,,,,1-4,,,20271ARCH3998V001,INDEPENDENT
ARCH UN3998,INDEPENDENT STUDY,Prerequisites: Permission of program director in the semester prior to that of independent study.,Karen Fairbanks,,,00356,,V3998-20271-002,,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3998-20271-002/,,,,1-4,,,20271ARCH3998V002,INDEPENDENT
ARCH UN3998,INDEPENDENT STUDY,Prerequisites: Permission of program director in the semester prior to that of independent study.,Ralph Ghoche,,,00357,,V3998-20271-003,,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3998-20271-003/,,,,1-4,,,20271ARCH3998V003,INDEPENDENT
ARCH UN3998,INDEPENDENT STUDY,Prerequisites: Permission of program director in the semester prior to that of independent study.,Ignacio Gonzalez Galan,,,00358,,V3998-20271-004,,Architecture @Barnard,ARCH,https://doc.sis.columbia.edu/subj/ARCH/V3998-20271-004/,,,,1-4,,,20271ARCH3998V004,INDEPENDENT
ASCM BC3000,Outlaws & Tricksters of Arabic Literatur,"What is so fascinating about outlaws and tricksters? They can be alluring and terrifying, creative and destructive. They wear disguises, upend the plans of their fellow humans, and bend societies to their will. They are unsettled and unsettling. But this course suggests that there is no single figure of the trickster. Rather, the significance of writing about tricksters and outlaws varies from text to text and from place to place. In this course, we will explore texts, mostly from the pre-modern period, written in Arabic (and sometimes Persian and Sanskrit) that depict outlaws and tricksters. We will ask after what texts are doing in the world when they tell stories that seem to celebrate and delight in the subversive, the strange, and the sinister. To help us think through these questions, we will also read divergent theories about outlaws, tricksters, and other subversives. At the end of the course, we will read the award-winning Iraqi novel Frankenstein in Baghdad.",Matthew L Keegan,,,00696,,X3000-20271-001,TRICKSTERS IN ARABIC LIT,Asian and Middle East @Barnard,ASCM,https://doc.sis.columbia.edu/subj/ASCM/X3000-20271-001/,,,,4,,,20271ASCM3000X001,SEMINAR
ASST BC3999,INDEPENDENT STUDY,Prerequisites: Open to majors who have fulfilled basic major requirements or written permission of the staff member who will supervise the project. Specialized reading and research projects planned in consultation with members of the Asian and Middle Eastern Cultures teaching staff.,Rachel McDermott,,,00699,,X3999-20271-001,,Asian and Middle East @Barnard,ASST,https://doc.sis.columbia.edu/subj/ASST/X3999-20271-001/,,,,1-4,,,20271ASST3999X001,INDEPENDENT
ASST BC3999,INDEPENDENT STUDY,Prerequisites: Open to majors who have fulfilled basic major requirements or written permission of the staff member who will supervise the project. Specialized reading and research projects planned in consultation with members of the Asian and Middle Eastern Cultures teaching staff.,David L Moerman,,,00700,,X3999-20271-002,,Asian and Middle East @Barnard,ASST,https://doc.sis.columbia.edu/subj/ASST/X3999-20271-002/,,,,1-4,,,20271ASST3999X002,INDEPENDENT
